,ax,ay,az,gx,gy,gz,mx,my,mz
11:05:10:83,0.20617676,-0.29388428,7.9226685,0.0049591064,-0.6738739,-0.12944031,,,
11:05:10:84,0.06011963,-0.37527466,7.814926,-0.12501526,-0.4704132,-0.09854126,55.34973,-50.549316,-256.3507
11:05:10:85,0.1439209,-0.2795105,7.968155,-0.27946472,-0.22114563,-0.05807495,,,
11:05:10:86,0.26841736,-0.09275818,8.336868,-0.41583252,0.018539429,-0.048477173,54.449463,-50.849915,-256.64978
11:05:10:87,0.36418152,0.019760132,8.619385,-0.5148926,0.23266602,-0.0740509,,,
11:05:10:88,0.42643738,0.07003784,8.85881,-0.5766754,0.31575012,-0.11665344,55.200195,-51.600647,-256.64978
11:05:10:89,0.23728943,0.03173828,9.021606,-0.61183167,0.27207947,-0.14222717,,,
11:05:10:90,0.10322571,-0.05445862,9.313705,-0.6203613,0.22627258,-0.10813904,55.9494,-50.100708,-257.24945
11:05:10:91,0.13195801,0.019760132,9.823669,-0.57881165,0.13465881,-0.0697937,,,
11:05:10:92,0.2013855,0.20651245,9.936203,-0.4690857,-0.03578186,-0.050613403,57.600403,-49.80011,-255.59998
11:05:10:93,0.30433655,0.41481018,9.723114,-0.34552002,-0.18598938,-0.06552124,,,
11:05:10:94,0.28996277,0.53211975,9.464539,-0.28053284,-0.28079224,-0.099609375,56.399536,-49.349976,-257.6996
11:05:10:95,0.14871216,0.51776123,9.287369,-0.28585815,-0.30529785,-0.11772156,,,
11:05:10:96,0.17025757,0.45550537,9.304123,-0.32954407,-0.26800537,-0.10920715,56.5506,-49.049377,-256.79932
11:05:10:97,0.24687195,0.4172058,9.31131,-0.37854004,-0.19024658,-0.08683777,,,
11:05:10:98,0.45516968,0.4291687,9.380737,-0.43180847,-0.0975647,-0.05168152,56.399536,-48.599243,-256.95038
11:05:10:99,0.9818878,0.615921,9.919434,-0.43606567,-0.12207031,-0.028244019,,,
11:05:11:00,1.4750977,0.79548645,10.228287,-0.37535095,-0.17427063,-0.03463745,56.84967,-47.7005,-256.0501
11:05:11:01,1.7504272,0.81703186,10.371933,-0.31356812,-0.22966003,-0.090026855,,,
11:05:11:02,1.6714172,1.0277252,10.647278,-0.25390625,-0.25309753,-0.17738342,55.799866,-47.7005,-257.55005
11:05:11:03,1.4990387,1.1091309,10.690369,-0.18147278,-0.29144287,-0.24874878,,,
11:05:11:04,1.3170776,1.0420837,10.434189,-0.11329651,-0.28718567,-0.29881287,55.65033,-48.150635,-256.95038
11:05:11:05,1.0154114,1.0277252,10.20195,-0.08239746,-0.26481628,-0.32225037,,,
11:05:11:06,0.60121155,1.1905212,9.936203,-0.06428528,-0.2658844,-0.31799316,56.100464,-47.7005,-254.55017
11:05:11:07,0.5341797,1.1737671,9.778183,-0.08558655,-0.118881226,-0.3052063,,,
11:05:11:08,0.7759857,1.1737671,9.397507,-0.171875,0.07713318,-0.2817688,57.899475,-48.150635,-255.45044
11:05:11:09,1.0106201,1.2503815,9.6345215,-0.2975769,0.12614441,-0.2540741,,,
11:05:11:10,1.5086212,1.3365784,10.513199,-0.40090942,0.12719727,-0.27218628,57.600403,-47.999573,-254.24957
11:05:11:11,1.9012604,1.1378479,11.32962,-0.44352722,0.21136475,-0.34994507,,,
11:05:11:12,1.8581696,0.87449646,12.01915,-0.4371338,0.27954102,-0.46392822,58.200073,-45.899963,-253.9505
11:05:11:13,1.3410187,0.63027954,12.718262,-0.37960815,0.34558105,-0.56726074,,,
11:05:11:14,0.7185364,0.22805786,13.079788,-0.2848053,0.4308014,-0.6088104,,,
11:05:11:15,0.2923584,-0.028121948,13.242584,-0.17082214,0.46488953,-0.5896301,57.44934,-45.150757,-252.9007
11:05:11:16,-0.15774536,-0.09994507,13.369476,-0.032333374,0.49472046,-0.522522,,,
11:05:11:17,-0.4450531,-0.11909485,13.489197,0.11148071,0.4861908,-0.4064026,57.299805,-46.20056,-253.50037
11:05:11:18,-0.45941162,-0.1023407,13.395813,0.27233887,0.43400574,-0.24342346,,,
11:05:11:19,-0.13140869,0.019760132,13.158798,0.47261047,0.37327576,-0.048477173,58.799744,-44.999695,-253.50037
11:05:11:20,0.4001007,0.11791992,12.308853,0.6824646,0.22840881,0.10810852,,,
11:05:11:21,0.69459534,0.48184204,10.999222,0.7474365,0.22520447,0.13687134,57.299805,-44.700623,-253.50037
11:05:11:22,1.1231537,0.833786,10.019989,0.7069702,0.28912354,0.14859009,,,
11:05:11:23,1.5708618,1.1186981,9.287369,0.5855255,0.2507782,0.13475037,59.700012,-45.599365,-252.14996
11:05:11:24,1.8174744,1.3317871,9.079071,0.40548706,0.05050659,0.031417847,,,
11:05:11:25,2.068863,1.3365784,9.356796,0.24783325,-0.18917847,-0.11665344,59.399414,-45.599365,-251.84937
11:05:11:26,2.171814,1.1067352,9.749451,0.13917542,-0.39797974,-0.28604126,,,
11:05:11:27,1.8916931,0.72843933,10.019989,0.05609131,-0.5034332,-0.4490204,60.150146,-45.899963,-252.6001
11:05:11:28,1.6355133,0.36453247,10.041534,-0.022750854,-0.4981079,-0.56407166,,,
11:05:11:29,1.3912964,0.09637451,9.917038,-0.114349365,-0.45762634,-0.635437,58.34961,-45.44983,-251.5503
11:05:11:30,1.2931366,-0.018539429,9.888306,-0.171875,-0.43632507,-0.66207886,,,
11:05:11:31,1.1829987,-0.3657074,10.156464,-0.35935974,-0.36921692,-0.7345123,,,
11:05:11:32,1.0776672,-0.6841278,10.642487,-0.4509735,-0.30529785,-0.7749939,57.600403,-43.200684,-251.5503
11:05:11:33,0.87416077,-1.1174774,11.147659,-0.4733429,-0.2190094,-0.7931061,57.899475,-43.649292,-250.65002
11:05:11:34,0.61798096,-1.5077362,11.391876,-0.42967224,-0.114608765,-0.7749939,,,
11:05:11:35,-0.1194458,-2.0033417,10.800507,-0.2688141,0.10910034,-0.64289856,59.700012,-42.900085,-251.84937
11:05:11:36,-0.3756256,-2.1206512,10.12294,-0.24858093,0.36688232,-0.40853882,,,
11:05:11:37,0.12237549,-1.9362946,9.78775,-0.23579407,0.46063232,-0.3009491,58.650208,-40.800476,-249.60022
11:05:11:38,0.39291382,-1.5771637,9.050339,-0.1633606,0.57354736,-0.17631531,,,
11:05:11:39,0.71614075,-1.36409,8.379959,-0.102645874,0.60549927,-0.0974884,58.050537,-40.950012,-250.50049
11:05:11:40,1.0608978,-1.1869202,7.992111,-0.0973053,0.50323486,-0.033569336,,,
11:05:11:41,1.1853943,-1.0815735,7.917877,-0.11116028,0.4265442,-0.037826538,59.700012,-40.800476,-250.34943
11:05:11:42,1.2955322,-0.8684845,8.068726,-0.13352966,0.117614746,-0.08895874,,,
11:05:11:43,1.2500458,-0.8612976,8.174057,-0.13034058,-0.0027618408,-0.10813904,58.94928,-40.800476,-249.60022
11:05:11:44,1.1949768,-0.9187622,8.442215,-0.10902405,-0.22433472,-0.14434814,,,
11:05:11:45,1.1375122,-1.0480499,8.516434,-0.08879089,-0.30848694,-0.1560669,58.34961,-39.450073,-249.74976
11:05:11:46,0.9100647,-1.0312958,8.284195,-0.016357422,-0.4150238,-0.15074158,,,
11:05:11:47,0.87654114,-0.95228577,8.023224,0.019866943,-0.43206787,-0.09642029,58.34961,-38.99994,-250.95062
11:05:11:48,0.97232056,-0.6913147,7.925064,0.015609741,-0.42674255,-0.05380249,,,
11:05:11:49,1.0680847,-0.43753052,7.956192,-0.004638672,-0.38945007,-0.029312134,58.94928,-41.09955,-250.65002
11:05:11:50,1.1016083,-0.23881531,8.054352,-0.02168274,-0.36175537,-0.028244019,,,
11:05:11:51,1.2452545,-0.06881714,8.020828,-0.05256653,-0.29037476,-0.03036499,58.34961,-38.99994,-249.45068
11:05:11:52,1.3266602,0.14425659,8.138153,-0.08558655,-0.17533875,-0.052749634,,,
11:05:11:53,1.3793335,0.26875305,8.356018,-0.09625244,-0.15509033,-0.06765747,57.600403,-38.250732,-249.74976
11:05:11:54,1.2787781,0.27593994,8.502075,-0.08665466,-0.072006226,-0.11665344,,,
11:05:11:55,1.1111755,0.21369934,8.353622,-0.060028076,0.007888794,-0.13264465,57.299805,-39.450073,-249.00055
11:05:11:56,0.89331055,0.34776306,8.248276,-0.055770874,0.03239441,-0.13369751,,,
11:05:11:57,0.7831726,0.5057831,8.269836,-0.07281494,0.033462524,-0.12837219,58.34961,-38.250732,-249.00055
11:05:11:58,0.7735901,0.6614075,8.375183,-0.10050964,0.037719727,-0.11772156,,,
11:05:11:59,0.6036072,0.68055725,8.351227,-0.13246155,0.066482544,-0.11026001,56.84967,-38.250732,-247.20001
11:05:11:60,0.51023865,0.71647644,8.308136,-0.15589905,0.09843445,-0.099609375,,,
11:05:11:61,0.3210907,0.84336853,8.454178,-0.2102356,0.14530945,-0.06765747,58.799744,-37.1994,-248.24982
11:05:11:62,0.31629944,0.93434143,8.681641,-0.23899841,0.15916443,-0.0463562,,,
11:05:11:63,0.49586487,1.0588531,9.201172,-0.31143188,0.09738159,0.043136597,58.650208,-36.59973,-247.79968
11:05:11:64,0.562912,1.1067352,9.672836,-0.28053284,0.047302246,0.0665741,,,
11:05:11:65,0.641922,1.0971527,9.907471,-0.22088623,0.02281189,0.095336914,58.34961,-36.00006,-246.1502
11:05:11:66,0.68740845,1.1641846,9.9266205,-0.1676178,-0.010223389,0.11982727,,,
11:05:11:67,0.79992676,1.319809,10.079849,-0.13246155,-0.028320312,0.14326477,58.050537,-36.450195,-246.89941
11:05:11:68,1.0225983,1.3940277,10.283356,-0.12181091,-0.030456543,0.1496582,,,
11:05:11:70,1.1925812,1.5400848,10.733459,-0.039794922,0.17727661,0.13475037,58.650208,-35.850525,-247.05048
11:05:11:71,0.9747162,1.5616302,10.786133,-0.030197144,0.20497131,0.13475037,57.299805,-34.64966,-245.39948
11:05:11:72,0.7831726,1.4945984,10.798111,0.014541626,0.2507782,0.15498352,,,
11:05:11:73,0.40968323,1.42276,10.819656,0.042236328,0.24224854,0.1965332,58.799744,-34.950256,-244.20013
11:05:11:74,0.31629944,1.3820648,11.0494995,0.082717896,0.22094727,0.25938416,,,
11:05:11:75,0.40249634,1.3892517,11.116531,0.1381073,0.19750977,0.3254242,58.34961,-34.950256,-244.94934
11:05:11:76,0.61079407,1.3413696,11.03035,0.19351196,0.14318848,0.37443542,,,
11:05:11:77,0.81430054,1.3533325,10.898666,0.23078918,0.049438477,0.40745544,58.34961,-34.950256,-244.94934
11:05:11:78,1.096817,1.3605194,11.085419,0.24464417,-0.07519531,0.4244995,,,
11:05:11:79,1.4439697,1.2647552,11.490036,0.27020264,-0.1998291,0.41384888,58.200073,-36.30066,-244.50073
11:05:11:80,1.5421295,1.1618042,12.047882,0.30429077,-0.32659912,0.3776245,,,
11:05:11:81,1.5971985,0.98223877,12.557846,0.3799286,-0.4224701,0.33714294,57.15027,-36.30066,-242.55066
11:05:11:82,1.5684662,0.77633667,12.869095,0.48112488,-0.45762634,0.30519104,,,
11:05:11:83,1.4296112,0.6853485,12.943314,0.5748749,-0.4459076,0.27642822,57.299805,-35.40039,-242.3996
11:05:11:84,1.2811737,0.5225525,12.639252,0.65156555,-0.3670807,0.26896667,,,
11:05:11:85,1.1303406,0.49142456,11.894653,0.6643524,-0.24777222,0.26896667,57.44934,-32.55005,-242.55066
11:05:11:86,1.0321655,0.4985962,11.253006,0.57699585,-0.12313843,0.2796173,,,
11:05:11:87,1.0632935,0.58000183,11.025558,0.4076233,-0.03791809,0.28601074,56.100464,-33.90045,-240.15045
11:05:11:88,1.206955,0.5488739,11.317657,0.22013855,0.030258179,0.2700348,,,
11:05:11:89,1.3577881,0.35734558,11.885071,0.073135376,0.08885193,0.22955322,55.799866,-34.199524,-242.10052
11:05:11:90,1.3912964,0.12271118,12.359131,0.0017547607,0.14637756,0.18055725,,,
11:05:11:91,1.1997681,-0.26515198,12.691925,-3.6621094E-4,0.1889801,0.13475037,56.5506,-33.14972,-240.60059
11:05:11:92,0.77838135,-0.6553955,12.699112,0.05076599,0.20176697,0.11557007,,,
11:05:11:93,0.562912,-0.9858093,12.505173,0.13917542,0.21987915,0.13368225,56.100464,-33.450317,-242.3996
11:05:11:94,0.4360199,-1.1821289,11.95929,0.24783325,0.26249695,0.18693542,,,
11:05:11:95,0.49346924,-1.28508,11.236252,0.35435486,0.31575012,0.24659729,52.799988,-31.950378,-240.15045
11:05:11:96,0.6131897,-1.2228241,10.2211,0.40016174,0.34451294,0.2753601,,,
11:05:11:97,0.7759857,-1.1246643,9.143707,0.44277954,0.41056824,0.33927917,53.250122,-32.099915,-239.99939
11:05:11:98,0.87654114,-1.0025635,8.3177185,0.3799286,0.37860107,0.35525513,,,
11:05:11:99,1.1351166,-0.9546814,7.8077545,0.24676514,0.26782227,0.33927917,53.250122,-29.55017,-239.99939
11:05:12:00,1.4032745,-0.89482117,7.834091,0.07952881,0.103759766,0.29133606,,,
11:05:12:01,1.4918518,-0.98101807,8.308136,-0.08453369,-0.09437561,0.2050476,53.849792,-31.950378,-241.3498
11:05:12:02,1.2572327,-1.2778931,9.201172,-0.20063782,-0.24884033,0.1177063,,,
11:05:12:03,0.85739136,-1.6466064,9.826065,-0.23686218,-0.3159485,0.071899414,50.99945,-29.849243,-240.75012
11:05:12:04,0.5365753,-1.8213806,10.252228,-0.2379303,-0.33085632,0.062301636,,,
11:05:12:05,0.25645447,-1.897995,10.482071,-0.18891907,-0.32766724,0.0793457,51.600647,-31.64978,-240.15045
11:05:12:06,0.17025757,-1.9362946,10.35997,-0.114349365,-0.23924255,0.12728882,,,
11:05:12:07,0.22772217,-1.8644714,10.015198,-0.044052124,-0.11248779,0.19760132,49.80011,-30.149841,-240.60059
11:05:12:08,0.42643738,-1.6346283,9.744659,0.017730713,-6.2561035E-4,0.25724792,,,
11:05:12:09,0.6610718,-1.3975983,9.2035675,0.061416626,0.08459473,0.28494263,50.70038,-29.55017,-240.44952
11:05:12:10,0.69459534,-1.1557922,8.892319,0.07206726,0.11868286,0.27642822,,,
11:05:12:11,0.6562805,-0.99298096,8.516434,0.07525635,0.16661072,0.26257324,50.250244,-29.849243,-241.20026
11:05:12:12,0.646698,-0.8612976,8.2387085,0.06248474,0.22094727,0.2508545,,,
11:05:12:13,0.5413666,-0.71525574,7.9514008,0.05076599,0.25183105,0.23806763,50.250244,-28.799438,-240.75012
11:05:12:14,0.36897278,-0.6362457,7.6688843,0.041168213,0.26142883,0.2284851,,,
11:05:12:15,0.24926758,-0.4566803,7.453415,0.018798828,0.24864197,0.21144104,50.100708,-27.900696,-241.3498
11:05:12:16,0.19659424,-0.3585205,7.271454,-0.020614624,0.18365479,0.20185852,,,
11:05:12:17,0.270813,-0.25556946,7.1277924,-0.055770874,0.1335907,0.19546509,50.250244,-28.050232,-239.25018
11:05:12:18,0.45277405,-0.16699219,7.1756744,-0.0973053,0.07499695,0.18374634,,,
11:05:12:19,0.69459534,-0.004180908,7.2618713,-0.13459778,0.015350342,0.15605164,49.80011,-26.400757,-241.65039
11:05:12:20,0.7616272,0.06764221,7.441437,-0.171875,-0.048568726,0.11024475,,,
11:05:12:21,0.646698,0.12510681,7.647339,-0.20916748,-0.09223938,0.062301636,49.20044,-26.550293,-239.99939
11:05:12:22,0.4767151,0.026947021,7.8795776,-0.22940063,-0.10183716,0.044189453,,,
11:05:12:23,0.2995453,0.014968872,8.34166,-0.27734375,-0.12313843,0.016494751,48.750305,-27.2995,-240.44952
11:05:12:24,0.22053528,-0.09037781,9.004852,-0.28266907,-0.1359253,0.014373779,,,
11:05:12:25,0.37376404,-0.13346863,9.656067,-0.22940063,-0.11781311,0.021820068,49.049377,-25.19989,-238.80005
11:05:12:26,0.51023865,-0.0736084,9.962524,-0.12927246,-0.067733765,0.017562866,,,
11:05:12:27,0.5413666,0.08680725,9.993652,-0.023803711,-0.028320312,0.009048462,47.250366,-24.299622,-239.70032
11:05:12:28,0.52459717,0.21369934,9.699173,0.04649353,0.03878784,-0.005874634,,,
11:05:12:29,0.5772705,0.32382202,9.225113,0.06993103,0.14105225,-0.006942749,46.20056,-24.299622,-239.25018
11:05:12:30,0.6155853,0.4219818,8.822891,0.055023193,0.26461792,-0.009063721,,,
11:05:12:31,0.6347351,0.59198,8.549957,0.03265381,0.314682,-0.010131836,,,
11:05:12:32,0.7328949,0.7787323,8.722336,-0.069610596,0.33706665,-0.0463562,47.399902,-24.899292,-238.34991
11:05:12:33,0.79515076,0.8122406,9.194,-0.1207428,0.26782227,-0.08683777,46.650696,-21.600342,-239.39972
11:05:12:34,0.82865906,0.754776,9.811691,-0.14631653,0.15596008,-0.13690186,,,
11:05:12:35,0.74487305,0.5728302,10.479675,-0.14524841,0.029205322,-0.18164062,46.499634,-23.550415,-238.49945
11:05:12:36,0.6131897,0.41001892,11.197937,-0.12181091,-0.08905029,-0.20826721,,,
11:05:12:37,0.6610718,0.3022766,11.894653,-0.057891846,-0.15402222,-0.20614624,47.250366,-22.799683,-237.75024
11:05:12:38,0.780777,0.14904785,12.296875,0.031585693,-0.1401825,-0.20082092,,,
11:05:12:39,0.91485596,0.0460968,12.402222,0.1381073,-0.042175293,-0.18057251,45.44983,-20.550537,-238.49945
11:05:12:40,1.1829987,0.06764221,12.028732,0.22653198,0.08778381,-0.16459656,,,
11:05:12:41,1.2524414,0.21847534,11.499603,0.25209045,0.21136475,-0.17631531,45.150757,-20.84961,-238.34991
11:05:12:42,1.1853943,0.3214264,10.958527,0.22227478,0.32107544,-0.19229126,,,
11:05:12:43,1.120758,0.48902893,10.592209,0.14770508,0.36262512,-0.2071991,46.20056,-20.249939,-238.94958
11:05:12:44,1.0632935,0.5776062,10.637695,0.042236328,0.31575012,-0.24235535,,,
11:05:12:45,0.9292145,0.55366516,11.133301,-0.03552246,0.18579102,-0.2785797,43.649292,-19.650269,-238.80005
11:05:12:46,0.7831726,0.31903076,11.84198,-0.04724121,0.017486572,-0.29455566,,,
11:05:12:47,0.93400574,0.03173828,12.328003,0.03477478,-0.12953186,-0.2828369,43.649292,-19.650269,-237.60071
11:05:12:48,1.1829987,-0.1023407,12.25618,0.15835571,-0.2424469,-0.26686096,,,
11:05:12:49,1.4367981,0.04849243,11.832397,0.25315857,-0.34577942,-0.27537537,44.999695,-19.500732,-238.20038
11:05:12:50,1.6833954,0.18736267,11.288925,0.26594543,-0.4373932,-0.31373596,,,
11:05:12:51,1.922821,0.27593994,10.807678,0.19351196,-0.48320007,-0.36805725,44.099426,-19.650269,-240.60059
11:05:12:52,2.1358948,0.29031372,10.479675,0.031585693,-0.44804382,-0.44050598,,,
11:05:12:53,2.1981506,0.22087097,10.582626,-0.19424438,-0.3170166,-0.5267792,42.149353,-19.34967,-239.10065
11:05:12:54,1.9563293,0.010192871,10.944153,-0.42648315,-0.11248779,-0.6119995,,,
11:05:12:55,1.5325623,-0.41838074,11.616928,-0.61076355,0.11442566,-0.6769867,,,
11:05:12:56,0.7903595,-1.1270599,12.560242,-0.69493103,0.4265442,-0.68444824,41.549683,-17.700195,-239.99939
11:05:12:57,0.3282776,-1.4526672,12.780502,-0.6682892,0.5096283,-0.6674042,40.35034,-17.100525,-238.80005
11:05:12:58,0.17025757,-1.5795593,12.708679,-0.5425873,0.6087036,-0.5970917,,,
11:05:12:59,0.10322571,-1.7256165,12.447708,-0.35403442,0.6097717,-0.49801636,,,
11:05:12:60,0.21334839,-1.6944885,11.844376,-0.14738464,0.5234833,-0.4021454,40.800476,-16.499329,-239.70032
11:05:12:61,0.43362427,-1.5532227,10.975281,0.033721924,0.39031982,-0.3254547,,,
11:05:12:62,0.7352905,-1.3377533,10.098999,0.1572876,0.23905945,-0.28071594,41.549683,-13.949585,-239.99939
11:05:12:63,0.9747162,-1.1964874,9.344833,0.21160889,0.11442566,-0.26579285,,,
11:05:12:64,1.1135712,-1.1318512,8.842041,0.20523071,0.03239441,-0.26472473,39.300537,-16.200256,-239.25018
11:05:12:65,1.2093353,-1.1294556,8.569107,0.16474915,-0.018737793,-0.26472473,,,
11:05:12:66,1.1375122,-1.1462097,8.729523,0.117874146,-0.060287476,-0.27537537,39.300537,-15.750122,-240.75012
11:05:12:67,1.0513306,-1.1533966,8.913864,0.10722351,-0.10395813,-0.27005005,,,
11:05:12:68,1.151886,-1.1079102,8.901901,0.11680603,-0.11035156,-0.26046753,38.250732,-15.750122,-241.49933
11:05:12:69,1.2213135,-0.96424866,8.715149,0.17007446,-0.11035156,-0.23809814,,,
11:05:12:70,1.2715912,-0.720047,8.447006,0.19670105,-0.11354065,-0.23277283,38.40027,-17.100525,-240.15045
11:05:12:71,1.2883453,-0.4925995,8.030411,0.20309448,-0.13697815,-0.23916626,,,
11:05:12:72,1.2285004,-0.29388428,7.88916,0.18391418,-0.15934753,-0.2551422,36.00006,-15.449524,-241.49933
11:05:12:73,1.1423035,-0.21965027,7.774231,0.1572876,-0.14550781,-0.2743225,,,
11:05:12:74,1.0680847,-0.13346863,7.700012,0.12426758,-0.10183716,-0.28816223,36.149597,-14.399719,-243.15033
11:05:12:75,0.8981018,0.010192871,7.623398,0.09336853,-0.04536438,-0.29881287,,,
11:05:12:76,0.90049744,0.15144348,7.7095947,0.07739258,-0.007019043,-0.3020172,34.500122,-14.250183,-244.0506
11:05:12:77,0.87893677,0.38128662,7.67128,0.08911133,0.040908813,-0.3201294,,,
11:05:12:78,0.7544403,0.5009918,7.379181,0.11680603,0.11228943,-0.3488922,34.950256,-15.150452,-243.89954
11:05:12:79,0.59402466,0.58958435,7.0463867,0.11999512,0.11868286,-0.35954285,,,
11:05:12:80,0.38334656,0.65182495,6.658539,0.11148071,0.12719727,-0.38191223,36.00006,-13.949585,-244.50073
11:05:12:81,0.25645447,0.7044983,6.565155,0.06781006,0.11975098,-0.39256287,,,
11:05:12:82,0.009841919,0.8553467,6.58432,-0.05470276,0.078201294,-0.38616943,35.40039,-14.8498535,-243.89954
11:05:12:83,-0.10507202,0.9295654,6.7734528,-0.13778687,0.047302246,-0.3712616,,,
11:05:12:84,-0.1816864,0.9056244,7.1469574,-0.20916748,0.012161255,-0.34249878,35.40039,-12.89978,-244.94934
11:05:12:85,-0.17929077,0.967865,7.482132,-0.2379303,0.0014953613,-0.32757568,,,
11:05:12:86,-0.18408203,1.0181427,7.88916,-0.30184937,-0.036849976,-0.28390503,32.699585,-14.100647,-243.89954
11:05:12:87,-0.17449951,1.0277252,8.475739,-0.31889343,-0.062408447,-0.27005005,,,
11:05:12:88,-0.15055847,1.0181427,8.772614,-0.3252716,-0.114608765,-0.24449158,32.24945,-13.200378,-244.0506
11:05:12:89,-0.05000305,0.95350647,9.457352,-0.30503845,-0.12846375,-0.21359253,,,
11:05:12:90,-0.030853271,1.0133514,9.608185,-0.2741394,-0.12420654,-0.1795044,31.199646,-13.349915,-244.20013
11:05:12:91,-0.13380432,1.101944,9.802124,-0.2421875,-0.105026245,-0.1486206,,,
11:05:12:92,-0.23435974,1.1450348,9.821274,-0.2230072,-0.07093811,-0.10813904,32.24945,-11.999512,-245.55054
11:05:12:93,-0.31576538,1.180954,9.912247,-0.2336731,-0.04324341,-0.059127808,,,
11:05:12:94,-0.318161,1.1761627,10.039139,-0.25604248,-0.020874023,-0.0048065186,31.950378,-12.150574,-244.65027
11:05:12:95,-0.24154663,1.2815094,10.446167,-0.27841187,-0.017669678,0.051651,,,
11:05:12:96,-0.239151,1.2120819,10.884293,-0.27627563,-0.0027618408,0.099594116,31.64978,-12.600708,-245.70007
11:05:12:97,-0.29901123,1.1522217,11.5858,-0.24751282,0.014282227,0.15711975,,,
11:05:12:98,-0.26309204,1.1115265,11.715088,-0.17507935,0.039855957,0.22636414,29.400635,-11.549377,-244.20013
11:05:12:99,-0.030853271,1.2096863,11.973663,-0.07493591,0.05050659,0.28175354,,,
11:05:13:00,0.07688904,1.2623596,11.870712,0.04437256,0.03878784,0.31903076,30.900574,-11.849976,-245.70007
11:05:13:01,0.19898987,1.259964,11.705505,0.14875793,-0.0059509277,0.354187,,,
11:05:13:02,0.4192505,1.2551727,11.576218,0.21374512,-0.08691406,0.37869263,29.55017,-11.250305,-245.24994
11:05:13:03,0.67303467,1.259964,11.626495,0.24890137,-0.19238281,0.39466858,,,
11:05:13:04,0.87893677,1.1737671,11.86113,0.24569702,-0.22219849,0.38827515,30.149841,-11.099243,-244.65027
11:05:13:05,0.9771118,1.1306763,12.229843,0.23825073,-0.278656,0.34672546,,,
11:05:13:06,0.99147034,0.9750519,12.55545,0.25422668,-0.24990845,0.31477356,27.450562,-11.549377,-247.50061
